name,frameTime,F0semitoneFrom27_5Hz_sma3nz_amean,F0semitoneFrom27_5Hz_sma3nz_stddevNorm,F0semitoneFrom27_5Hz_sma3nz_percentile20_0,F0semitoneFrom27_5Hz_sma3nz_percentile50_0,F0semitoneFrom27_5Hz_sma3nz_percentile80_0,F0semitoneFrom27_5Hz_sma3nz_pctlrange0_2,F0semitoneFrom27_5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27_5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27_5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27_5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20_0,loudness_sma3_percentile50_0,loudness_sma3_percentile80_0,loudness_sma3_pctlrange0_2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0_H1_H2_sma3nz_amean,logRelF0_H1_H2_sma3nz_stddevNorm,logRelF0_H1_A3_sma3nz_amean,logRelF0_H1_A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0_500_sma3nz_amean,slopeV0_500_sma3nz_stddevNorm,slopeV500_1500_sma3nz_amean,slopeV500_1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0_500_sma3nz_amean,slopeUV500_1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
'unknown',0,37.3313,0.1489973,34.96245,39.26055,41.33443,6.371983,138.34,130.7818,9.001516,38.34167,0.8432104,0.4268401,0.5442748,0.8120971,1.085651,0.5413758,8.121465,3.727641,6.31608,3.957175,0.52324,0.8884642,33.82174,0.1782338,-2.758032,-3.827,5.226383,1.791458,-24.94569,-0.4086607,0.02809327,1.880516,0.9562137,0.6501185,10.254,0.4140562,14.45006,1.103861,27.21799,0.3772342,759.9714,0.09867974,1262.947,0.143249,-34.25453,-1.770638,1859.401,0.08263713,932.0773,0.3017701,-40.35474,-1.433732,2785.013,0.07107029,981.8026,0.3711383,-44.56392,-1.264473,-22.70649,-0.3110053,30.35965,0.1965163,0.04516708,0.350816,-0.04080664,-0.2785664,0.5864679,0.8135381,35.1645,0.1230142,-1.802656,-6.187389,6.562905,1.413006,-27.45033,-0.3260119,-7.384966,20.00777,0.03177106,-0.007756987,0.2088806,4.310345,0.9009009,0.97,0,0.055,0.035,-15.41992
'unknown',0,38.97418,0.02667716,37.98684,38.67464,40.02358,2.036743,11.57577,4.146745,7.404835,3.997865,1.236392,0.4273989,0.6340037,1.319144,1.738174,1.10417,7.108627,2.035522,8.116181,1.058614,0.7956114,0.5853093,27.59982,0.2031439,-2.313994,-3.789505,2.71116,2.085692,-33.45618,-0.3142371,0.02003503,0.6853872,1.037829,0.611504,10.21698,0.334574,16.56458,0.3361275,31.51385,0.1743469,754.9271,0.09648064,1409.464,0.2709196,-32.36363,-1.912539,1815.86,0.09414165,1075.007,0.3569645,-45.37519,-1.241709,2655.188,0.06546173,990.7736,0.2434804,-46.4255,-1.204939,-21.13596,-0.1748215,26.91081,0.1460083,0.07790905,0.1505423,-0.05083518,-0.1804745,0.911549,0.4727791,29.14264,0.1444752,0.246402,25.39125,3.117577,1.88312,-36.53008,-0.2286547,-8.27522,17.28415,0.07689591,-0.02506179,0.3142082,5.357143,0.952381,0.91,0,0.055,0.025,-13.00802
'unknown',0,39.17482,0.05845979,37.98301,39.32062,41.30101,3.318001,10.90446,2.083573,24.63734,0,1.08427,0.6762502,0.3521614,0.9627899,1.562733,1.210572,14.32804,2.544834,9.326268,6.686271,0.6618503,0.8313376,24.36085,0.3113185,-2.851645,-2.805594,2.036725,4.77879,-17.29794,-0.8038949,0.03149312,1.478177,1.143113,0.7112793,9.639774,0.5079775,14.25178,0.7943346,24.04431,0.4105895,777.5665,0.1343203,1347.091,0.1627621,-80.13403,-1.074049,1796.939,0.08967333,1117.914,0.3083277,-84.38349,-0.9692796,2610.479,0.07078823,1209.504,0.5756778,-87.18169,-0.9077232,-15.59767,-0.5435908,24.0502,0.2995142,0.04681297,0.3222258,-0.03346052,-0.4902821,0.9749709,0.4786792,29.31358,0.1669997,-3.380695,-2.76227,3.072525,3.729908,-23.41696,-0.607923,-5.583362,15.14039,0.01147694,-0.006386697,0.1540132,3.846154,2.020202,0.315,0.225,0.1033333,0.04496912,-14.3549
'unknown',0,36.11644,0.03584567,35.1538,35.81032,37.06136,1.907566,54.12563,59.97408,12.30877,4.778945,1.044975,0.5905991,0.4353704,0.9229065,1.574607,1.139236,14.19378,11.14908,11.41031,6.25954,0.4850556,0.8771188,20.2164,0.3466397,-2.662606,-3.33458,10.50913,1.232525,-11.06817,-0.6117595,0.01508304,0.8754199,0.9415622,0.9808143,9.805778,0.3030533,13.72824,0.6485342,22.29637,0.2576453,609.3061,0.219064,1525.684,0.1079995,-112.2388,-0.8294004,1602.911,0.0734209,1108.208,0.1379304,-112.9565,-0.7738036,2505.227,0.04933961,1125.365,0.4012822,-113.8417,-0.7607495,-14.43208,-0.375522,22.05115,0.2496063,0.05740216,0.3295092,-0.01544156,-0.5627015,0.7411375,0.5401292,25.09305,0.236154,0.02761016,294.5517,21.25234,0.4715484,-13.44404,-0.6059898,-5.139065,15.36489,0.01775635,-0.009256687,0.2613769,3.883495,1.492537,0.32,0.1512173,0.33,0.2593582,-15.95098
'unknown',0,37.11126,0.02944577,36.27787,36.76638,37.54309,1.265217,68.10192,63.63132,18.89841,15.39864,1.213302,0.4830074,0.7006871,1.148243,1.514037,0.8133503,10.93871,4.41442,5.980367,5.006528,0.7285423,0.9586947,22.81946,0.4135194,-0.2811234,-21.96122,5.860969,1.60654,-24.12685,-0.5725412,0.0300053,1.002143,1.303165,0.4446589,6.003828,0.4427072,0.6274568,13.11614,17.4827,0.4645457,760.7203,0.135413,1330.579,0.1917739,-57.81248,-1.402496,1775.143,0.09838121,1104.526,0.3157215,-67.51365,-1.045107,2610.567,0.07117482,1047.887,0.2040808,-66.98788,-1.062376,-15.19275,-0.3309114,21.16042,0.3294887,0.0540283,0.3713336,-0.03864012,-0.3377649,0.8835079,0.8656836,25.31961,0.3102719,-0.7054321,-9.195496,9.355351,0.823701,-26.99283,-0.4812021,-10.04483,18.01779,0.03081311,-0.023711,0.3699512,3.896104,3.378378,0.214,0.2088636,0.1033333,0.05436502,-16.88711
'unknown',0,36.4879,0.09751905,36.04801,37.33813,38.63947,2.591457,88.24193,72.67607,312.1324,514.0563,1.188538,0.6368023,0.3668489,1.130646,1.936782,1.569933,18.85228,6.923087,11.27363,5.910063,0.7301722,0.8978674,23.73224,0.4622152,-6.256032,-1.730361,13.14529,0.9063358,-21.16031,-0.6480982,0.02484207,3.091878,1.334718,0.8466345,8.529604,0.4718739,15.41801,0.4505213,23.78572,0.255265,603.9501,0.2440442,1436.875,0.1325973,-59.24934,-1.435816,1605.916,0.07761123,1042.342,0.1938939,-63.50257,-1.180695,2517.455,0.05869423,910.7252,0.2242863,-65.1954,-1.136667,-13.10149,-0.397819,19.44788,0.3459273,0.07783665,0.2583834,-0.03121369,-0.4082103,0.9523191,0.6576617,26.63382,0.3518648,-7.739698,-1.445683,16.31878,0.7322758,-24.92647,-0.5604067,-5.552182,12.11965,0.03372065,-0.01132922,0.1664164,4.444445,3.448276,0.205,0.1983894,0.076,0.03382307,-14.09199
'unknown',0,39.15362,0.02436842,38.1995,38.94866,40.31314,2.113632,7.755484,5.389772,12.15437,3.002517,0.7696654,0.4524484,0.4575816,0.7426415,1.079606,0.6220239,9.28125,6.893872,3.980718,0.9640006,0.5157566,1.186925,23.53881,0.2898631,2.818543,2.384201,15.28373,0.9568404,-25.35973,-0.4737918,0.02350307,0.8180417,1.250159,0.7055908,9.804809,0.3094392,21.85902,0.2857516,30.1219,0.2907847,682.2125,0.1761597,1419.9,0.1371707,-63.08644,-1.191462,1682.981,0.1173212,1120.182,0.2104366,-65.68442,-1.030336,2635.253,0.05739315,952.2907,0.2333663,-66.42215,-1.010341,-18.1103,-0.3190585,26.1551,0.2826419,0.04851259,0.3594694,-0.03115908,-0.3475813,0.6295532,1.054428,25.69515,0.2088802,4.1904,1.625802,14.87687,1.015833,-28.9948,-0.3598879,-6.489377,13.19092,0.02124855,-0.01285488,0.1942743,3.649635,2.272727,0.3333333,0.1352364,0.0625,0.02947457,-18.12589
'unknown',0,34.98405,0.03918689,34.37002,34.98987,35.78931,1.419292,65.87801,46.47412,0.1861191,5.857385,1.535087,0.3052433,1.047493,1.472066,1.964768,0.917275,9.70691,4.917772,9.841509,5.689318,0.7925618,0.5237978,19.66455,0.5378482,6.78827,1.122562,8.054462,1.273824,-15.15104,-0.7069079,0.01815465,0.6320721,1.093154,0.6682824,7.492264,0.40591,-0.2757994,-30.93392,21.4621,0.2816178,645.5368,0.1894574,1411.397,0.1195533,-50.62005,-1.524513,1676.939,0.1147959,1073.677,0.1882906,-63.86876,-1.087348,2526.15,0.07143195,1010.162,0.1687276,-64.476,-1.069896,-14.8839,-0.3319088,21.62981,0.2996525,0.03871029,0.4270128,-0.03057668,-0.294705,0.8813035,0.4651317,23.50936,0.3452018,6.932148,1.012844,9.540046,1.063647,-16.03713,-0.7086621,-6.627385,12.86125,0.02277792,-0.01985711,0.6082117,4.278075,3.867404,0.1871428,0.1795004,0.05142857,0.02166536,-14.0731
'unknown',0,38.44442,0.09107313,38.06439,39.29253,40.82411,2.75972,221.1564,125.4397,80.55972,78.64771,1.104279,0.3536881,0.7884827,1.071465,1.385651,0.5971682,12.45097,5.604103,9.326339,3.160137,0.993542,0.7727583,24.21731,0.3043264,-0.3246028,-28.34748,-3.807573,-4.130908,-37.65038,-0.2696944,0.06244467,1.447075,1.410548,0.5219006,7.1581,0.572424,18.47661,0.9434977,30.69958,0.3379216,695.0996,0.2040309,1506.291,0.4897077,-20.5099,-2.585727,1694.174,0.08705696,1090.287,0.2139879,-32.71518,-1.390049,2649.577,0.08332441,945.4645,0.2453894,-34.86326,-1.288616,-19.02262,-0.3421635,28.53892,0.2365899,0.07711463,0.1947731,-0.0474586,-0.1955116,1.114968,0.6840888,24.37683,0.3197036,0.7036067,13.11948,-1.436264,-10.35622,-38.26459,-0.278043,-13.7156,28.85987,0.06315318,-0.02997025,0.27519,5.319149,2.247191,0.4,0.07,0.04,0,-13.88855
'unknown',0,42.21211,0.05131604,41.27061,41.61563,44.32373,3.05312,-13.18309,20.08824,16.54307,0,1.189248,0.7662535,0.2841468,1.031341,1.783349,1.499202,8.156694,3.586099,9.43574,5.328326,0.5877901,0.8312508,21.64682,0.3417127,-12.82039,-1.091714,-10.20036,-0.6909871,-27.2925,-0.5598912,0.02885652,1.790555,0.8109277,1.004931,11.52934,0.3723224,14.74986,0.5722372,23.81236,0.3764245,841.0286,0.1449634,1333.468,0.1078123,-71.27703,-1.254636,1853.618,0.08719483,1173.951,0.2742192,-76.69477,-1.069186,2678.566,0.06502678,1030.87,0.3235589,-78.90379,-1.024102,-15.79413,-0.4148722,22.31129,0.3635672,0.06925633,0.3442733,-0.03028079,-0.4477866,0.7718164,0.5383103,22.93721,0.3643315,-11.98223,-1.362462,-9.027123,-0.7422731,-35.95964,-0.3103052,-1.379403,16.86006,0.03579948,0.001635995,0.2650977,2.898551,1.50376,0.445,0.385,0.13,0.07788881,-14.81892
