F0semitoneFrom27_5Hz_sma3nz_amean,F0semitoneFrom27_5Hz_sma3nz_stddevNorm,F0semitoneFrom27_5Hz_sma3nz_percentile20_0,F0semitoneFrom27_5Hz_sma3nz_percentile50_0,F0semitoneFrom27_5Hz_sma3nz_percentile80_0,F0semitoneFrom27_5Hz_sma3nz_pctlrange0_2,F0semitoneFrom27_5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27_5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27_5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27_5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20_0,loudness_sma3_percentile50_0,loudness_sma3_percentile80_0,loudness_sma3_pctlrange0_2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0_H1_H2_sma3nz_amean,logRelF0_H1_H2_sma3nz_stddevNorm,logRelF0_H1_A3_sma3nz_amean,logRelF0_H1_A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0_500_sma3nz_amean,slopeV0_500_sma3nz_stddevNorm,slopeV500_1500_sma3nz_amean,slopeV500_1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0_500_sma3nz_amean,slopeUV500_1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
39.78934,0.113464,38.46362,39.21361,43.14458,4.680962,62.95841,0,31.97784,0,1.010176,0.6864213,0.325102,0.8398796,1.628772,1.30367,8.138856,6.642743,8.961785,5.259156,0.9083741,1.076066,32.65221,0.1589256,-8.031631,-0.9315143,-10.89949,-0.8270867,-26.84882,-0.3744988,0.04333898,2.167176,1.498783,0.6514956,7.470121,0.4004677,3.692925,2.943996,25.70477,0.4201432,764.3839,0.168547,1506.403,0.08401626,-129.0631,-0.72492,1634.741,0.1040569,1244.44,0.2592317,-129.1379,-0.6913769,2683.887,0.07231438,888.3361,0.2367259,-133.996,-0.6201482,-13.86568,-0.5264834,29.94415,0.2177927,0.06044634,0.2410564,-0.02851553,-0.4544726,1.276303,0.4900251,35.75083,0.1585467,-10.69102,-0.9697288,-18.64872,-0.4627976,-32.2891,-0.2554468,-15.08678,26.19792,0.07484569,-0.02249501,0.7521578,1.724138,0.9009009,0.42,0,0.33,0.28,-14.8372
39.40234,0.05218369,37.99473,39.42527,41.67289,3.678158,52.45111,80.8944,32.15691,18.40419,0.8285598,0.6262456,0.3880556,0.6991704,1.215626,0.8275704,11.25607,7.918767,8.699404,5.519926,0.5053546,0.957857,20.08135,0.5497443,-3.642275,-2.774305,5.409898,2.152905,-32.4685,-0.4622081,0.0234642,1.045375,1.358701,0.5986237,10.11174,0.3197999,20.20529,0.5857727,30.10714,0.2967578,703.8144,0.1938093,1416.708,0.1834497,-60.14019,-1.350898,1728.091,0.1021621,1102.391,0.3334348,-62.10764,-1.170418,2646.203,0.09439933,1015.509,0.2944479,-64.71722,-1.098618,-16.86613,-0.4624885,24.92215,0.3587049,0.07401142,0.2543491,-0.03476379,-0.3712863,0.6406571,0.7669932,23.26689,0.4217946,-3.246483,-3.386505,5.832494,2.187266,-37.22274,-0.3756323,-4.702686,13.16366,0.04502316,-0.009925824,0.1140882,3.717472,2.651515,0.2785714,0.1861204,0.09,0.08504901,-16.85848
39.61766,0.08272167,38.0875,39.76956,42.82522,4.73772,19.18019,10.09627,33.65026,18.2804,1.336814,0.8710231,0.2319352,0.9886874,2.118201,1.886266,15.54076,4.289088,15.43918,6.787222,0.8054219,0.8233111,18.94883,0.3506091,-4.390836,-3.566162,8.340152,1.975068,-35.17938,-0.5574771,0.02521299,1.109981,1.239619,0.716406,8.586099,0.3631983,9.609622,1.321045,20.59393,0.3294258,784.9746,0.09030905,1240.402,0.1416759,-44.33177,-1.615597,1820.772,0.06978744,870.4509,0.2956647,-51.92983,-1.312806,2719.905,0.03756433,983.0101,0.3005219,-51.53422,-1.308096,-11.78797,-0.659539,19.32795,0.2885441,0.05666148,0.3463528,-0.03392135,-0.5096675,1.023903,0.5829676,18.49493,0.3898391,-6.451974,-2.651965,8.459182,2.220738,-42.84138,-0.3544876,-12.13133,18.96155,0.02002011,-0.01270231,0.06737118,4.901961,2.061856,0.385,0.265,0.05,0.008164966,-14.45173
43.01696,0.09828601,40.28772,40.99307,45.59034,5.302616,800.5787,927.774,119.8727,110.6909,0.7348286,1.173235,0.3049954,0.4707688,0.9730873,0.6680918,11.91914,16.35564,5.245302,4.875299,0.3936444,1.864112,24.38633,0.416411,-5.112667,-3.11253,-4.824159,-2.504284,-23.71336,-0.4346053,0.01755341,1.160198,1.019614,0.6368105,10.40989,0.3421602,22.58262,0.5901342,29.83573,0.3434366,770.3036,0.181524,1327.362,0.1587909,-67.96075,-1.265863,1777.308,0.1103887,1112.47,0.2984676,-67.10032,-1.146896,2677.598,0.0928558,1053.043,0.4158369,-70.23102,-1.069829,-13.71525,-1.138514,25.90197,0.3850782,0.06186191,0.4484333,-0.02637955,-0.7292183,0.3741123,1.456871,25.86329,0.3537469,-6.4546,-2.68996,-4.642466,-2.639465,-25.88528,-0.3782924,-10.06995,20.67161,0.04779214,-0.01503115,0.461926,0.8908686,2.477478,0.2863636,0.3816775,0.104,0.09372299,-18.68171
39.05775,0.05730425,36.93089,38.29967,41.09507,4.164181,53.67743,40.39477,6.439326,9.880847,1.003618,0.3747261,0.6563038,0.9892355,1.280278,0.6239746,11.45701,6.754244,7.261397,5.492334,0.7426459,0.7863719,22.71712,0.6052412,2.524738,3.239276,3.40809,3.225735,-24.31617,-0.6357073,0.02557935,0.7917358,1.420209,0.6337908,7.833932,0.4518056,15.99027,0.8312101,35.80075,0.2741545,688.1372,0.210944,1370.85,0.1735412,-73.32892,-1.204582,1734.312,0.1352395,1142.987,0.3401321,-80.2888,-0.9461119,2666.966,0.1053654,1009,0.2606059,-83.5606,-0.8876941,-20.00751,-0.435604,29.11854,0.3662733,0.03500487,0.6259019,-0.04166882,-0.3748026,0.9302092,0.647281,27.14065,0.4030247,5.37823,1.33641,0.6923137,13.53279,-31.20501,-0.3839779,-4.536967,13.35684,0.004192383,-0.01460198,0.3739362,4.907976,3.225806,0.204,0.1197664,0.086,0.08979978,-16.36404
43.50618,0.08299278,40.97498,43.04649,45.7186,4.743614,-28.69207,83.94906,32.57707,20.67629,1.124017,1.035282,0.3043953,0.8256505,1.538094,1.233699,15.30476,15.26685,10.3486,5.866074,0.6057159,1.315699,15.94794,0.5878816,-14.89698,-0.9594778,7.747027,1.274813,-36.56257,-0.5096472,0.03127982,1.848585,1.287629,0.7306225,7.868212,0.5719925,15.5117,0.73707,12.0602,0.9944558,826.1208,0.1045707,1205.819,0.1581566,-72.04179,-1.213135,1861.619,0.05884257,951.1449,0.2791775,-77.73081,-1.048174,2625.776,0.04454166,1061.427,0.3864089,-74.41698,-1.124844,-9.411827,-0.9132446,13.53926,0.6204422,0.07961544,0.2563655,-0.02838775,-0.5644107,0.7117921,0.9279138,16.01693,0.589861,-17.75926,-0.880397,8.423073,1.246257,-43.89934,-0.3674306,-7.345565,12.91391,0.04489674,-0.01387822,0.425777,2.325582,1.976285,0.334,0.1954073,0.125,0.08558621,-16.95535
36.3864,0.04941605,34.57314,36.24913,37.89148,3.31834,32.52844,28.38684,11.6288,4.088653,1.411729,0.3859318,0.9740956,1.51005,1.862643,0.8885472,12.51157,5.823232,13.38926,7.447814,0.7838052,0.6644682,23.45022,0.569948,5.369711,1.42539,1.104378,12.76944,-13.36305,-0.9946951,0.01263066,0.9652331,0.9068034,1.119752,10.49805,0.3337917,18.55871,0.7312236,31.24708,0.22155,529.0377,0.2811364,1502.868,0.1503724,-46.78458,-1.736717,1484.358,0.09966305,1209.901,0.1844003,-53.67756,-1.327014,2493.136,0.06164481,1052.779,0.2230919,-61.33011,-1.100086,-16.01749,-0.4644836,28.52597,0.2603752,0.06945882,0.3150977,-0.01872388,-0.845174,0.8751321,0.5876979,27.83031,0.300172,5.677028,1.39181,0.1221268,124.6783,-12.49316,-1.161257,-2.3321,9.640592,0.03155203,-0.01137218,0.5248982,5.050505,1.554404,0.5033333,0.3551838,0.0875,0.06015604,-12.0122
27.95148,0.08503883,26.44511,28.26351,30.14806,3.702951,0.834672,13.83161,15.93302,0,1.33631,0.5845301,0.6692792,1.070106,2.074111,1.404832,7.130468,4.957572,12.95128,1.25499,0.7801402,0.8423992,26.28668,0.2766985,-10.3521,-1.471164,25.75212,0.4101654,-17.20403,-0.571341,0.02362312,1.076323,1.672871,0.3711084,3.219177,0.5367702,-3.465922,-1.832723,11.57804,0.618564,537.51,0.3861427,1450.455,0.1791928,-26.66707,-2.605654,1554.735,0.1096511,1033.66,0.2157233,-35.6332,-1.830666,2488.699,0.04799347,993.6726,0.2750185,-36.00746,-1.800771,-9.95116,-0.3378514,16.43165,0.2712315,0.07607689,0.2324781,-0.02724515,-0.295256,0.9326538,0.7037132,27.74908,0.2433132,-13.21808,-1.175524,28.6827,0.3289285,-18.64086,-0.5502645,-10.96736,17.40734,0.06391179,-0.02437552,0.2473972,3.658537,2.597403,0.315,0.245,0.04,0.02,-16.38246
38.53638,0.03912414,37.00882,39.0504,39.99136,2.98254,102.9306,78.87009,15.9077,7.09945,1.175654,0.2979902,0.8799919,1.140684,1.456097,0.5761046,13.64677,6.166306,13.11092,5.584454,0.8261051,0.6638227,21.46616,0.4763695,3.248253,2.248877,8.112309,1.486417,-19.50601,-0.5193073,0.02199257,0.7403305,1.472567,0.5309992,8.767042,0.3445279,20.65249,0.3052859,30.94202,0.2857539,632.5339,0.1930461,1498.506,0.1410109,-90.26093,-0.9612737,1620.161,0.1158646,1210.006,0.2440101,-86.60509,-0.9027363,2492.307,0.07846087,1065.824,0.2372675,-87.56454,-0.8842661,-17.80548,-0.3947458,25.95525,0.3496129,0.05371327,0.3063124,-0.03818954,-0.2717873,1.020923,0.5749255,24.84222,0.3423607,3.575478,1.674611,8.232725,1.683125,-23.20229,-0.417448,-9.444457,15.85877,0.04189695,-0.02745734,0.5394685,7.142857,4.188482,0.14375,0.1175731,0.08142857,0.03870348,-14.37638
38.85971,0.05705202,37.72799,38.2755,39.30851,1.580524,14.81242,4.743905,22.19831,15.3984,1.229141,0.2955673,0.976503,1.225761,1.537802,0.5612992,8.24158,3.690993,6.867005,4.600024,0.7258286,0.6464061,27.96221,0.4010346,2.923565,2.850814,-4.366617,-2.596549,-26.5657,-0.4526133,0.01637432,0.8463554,0.8995481,0.6545213,10.43663,0.3434769,15.55015,0.366938,32.5143,0.3166211,662.7614,0.2758211,1463.798,0.1414138,-30.32553,-1.864858,1646.833,0.1730733,1166.74,0.2531538,-37.21329,-1.198381,2579.46,0.1105625,1018.62,0.302303,-42.26001,-1.017006,-19.72291,-0.283905,28.35178,0.3127855,0.07840434,0.1900603,-0.0407046,-0.3393306,0.6990119,0.5486083,29.14486,0.3273674,2.853262,2.495762,-3.531694,-3.029492,-26.40463,-0.4437781,-9.577874,16.36465,0.0557097,-0.02649026,0.3765396,4.371585,2.285714,0.39,0.3089498,0.03333333,0.00942809,-13.71694
38.00931,0.09330073,34.56238,37.24272,41.17487,6.612488,25.66907,11.88983,64.27693,8.013939,0.9553578,0.7997179,0.2981775,0.8135965,1.377671,1.079493,7.082941,3.927674,10.86686,10.30668,0.6761533,0.9616519,26.50811,0.2949406,-2.683791,-2.753581,6.32456,1.847114,-29.82299,-0.3714417,0.02742535,0.9004109,1.447703,0.5998424,7.603665,0.3970043,10.51612,0.8847434,26.40925,0.4434182,727.8807,0.17271,1375.303,0.1655999,-76.06493,-1.163345,1723.763,0.1057767,1061.534,0.2412742,-78.49632,-1.039079,2646.272,0.06198127,958.979,0.3430477,-79.14993,-1.022195,-17.94647,-0.2774431,25.45924,0.3320473,0.08310364,0.2767327,-0.03630973,-0.3001951,0.7913159,0.8005652,28.0921,0.302904,-2.180129,-3.625018,6.798663,1.937126,-33.49811,-0.2829232,-12.73921,19.57287,0.05622944,-0.02442065,0.4983088,2.183406,2.232143,0.292,0.1577847,0.1116667,0.06175669,-16.16028
33.81595,0.04924306,32.1548,33.64393,35.84441,3.68961,131.6357,169.0361,14.29263,7.384207,1.185924,0.3671902,0.7593449,1.163854,1.593784,0.8344393,11.87321,5.991798,12.43417,5.07158,0.8533875,0.5998903,18.75764,0.715413,9.520106,1.057024,14.27449,0.7487828,-15.06653,-0.5575682,0.03032468,0.8011855,1.501705,0.6318903,7.768946,0.4025847,9.578673,0.563499,32.34516,0.3020865,528.7167,0.2386315,1399.6,0.1486674,-104.3651,-0.9025992,1493.799,0.144126,1210.431,0.336182,-111.7887,-0.749889,2476.4,0.0761082,922.2736,0.26034,-112.0889,-0.7436128,-19.88902,-0.4370073,27.59522,0.37364,0.01570385,1.21007,-0.03649614,-0.3527632,1.108527,0.4418468,26.81873,0.3870319,12.9489,0.5986319,14.72873,0.7634779,-16.27167,-0.478637,-7.536049,12.57559,-0.006038991,-0.02189789,0.637143,4.819277,3.10559,0.152,0.1114271,0.1233333,0.06073622,-14.61457
40.63803,0.1030507,37.31849,37.6253,46.49292,9.174435,30.19499,18.53264,12.85071,29.66832,1.628286,0.6009652,0.5883985,1.561275,2.564581,1.976182,28.80788,7.872607,8.55173,7.113675,0.8754204,0.6846006,17.56516,0.4791008,-20.36531,-0.7843837,-8.687767,-1.215949,-25.21372,-0.4931926,0.05187473,1.533685,1.120601,0.9756984,8.427692,0.4592399,8.830418,0.9927684,19.29718,0.3872709,819.0417,0.1849594,1370.584,0.1061009,-53.30472,-1.551374,1716.26,0.1138405,1195.922,0.1914609,-53.87031,-1.407323,2556.147,0.08110236,1089.172,0.2572319,-59.9133,-1.215618,-6.164344,-0.7859873,16.19647,0.3396825,0.08984463,0.2296689,-0.01344731,-1.129416,1.123994,0.4603048,19.98694,0.3700307,-24.1253,-0.6706557,-8.403674,-1.403829,-28.89268,-0.4288293,-3.368576,14.77506,0.05985337,0.000805821,0.3174222,5.128205,2.739726,0.27,0.07,0.065,0.015,-14.58437
38.96288,0.3170505,26.89869,31.208,52.67166,25.77297,153.8888,8.236778,21.67335,11.12415,1.673296,0.8906121,0.4256377,1.45585,2.383046,1.957408,20.78852,12.87649,19.37366,5.606138,1.072753,1.069074,16.90573,0.4834645,-7.889991,-1.095293,0.7747938,19.60846,-13.01382,-0.8146348,0.04054019,0.7202083,1.502479,1.010466,5.229983,1.223347,0.6574275,7.514915,12.05084,0.6111311,825.3163,0.2617775,1471.411,0.1776598,-88.77757,-1.036279,1638.077,0.09267046,1256.455,0.2448369,-78.71654,-1.099119,2610.852,0.08580399,1049.121,0.26638,-85.51136,-0.9540613,-6.930069,-0.7869101,20.82435,0.3982692,0.04861216,0.7249177,-0.02102007,-0.6346132,1.442913,0.8920296,14.6629,0.6308389,-10.98848,-0.8082006,-4.473467,-3.214949,-15.42327,-0.7208323,-8.101377,18.28707,0.03841786,-0.02283685,0.6064825,3.061224,3.225806,0.19,0.05354126,0.09999999,0.0454606,-11.6947
41.14786,0.06540436,38.75412,40.46856,44.38041,5.626289,221.236,0,36.16522,5.277278,1.938788,0.2027275,1.5849,2.042339,2.275641,0.6907414,13.62873,6.966722,14.87348,6.959451,1.311564,0.5102878,17.31486,0.684744,0.6695616,16.2527,-16.18975,-0.8759906,-14.66619,-0.9225437,0.03789897,0.8518572,1.42578,0.4232264,5.675732,0.3032401,8.585775,1.203482,23.55906,0.3207906,757.874,0.2635434,1424.233,0.1719789,-125.2291,-0.6811837,1608.055,0.1434856,1141.731,0.1305563,-112.9926,-0.7389795,2493.634,0.07844012,1300.86,0.5003372,-119.558,-0.6455339,-8.731583,-0.3687388,25.60134,0.2269253,0.03826431,0.2848984,-0.02351959,-0.500504,1.45059,0.3850354,23.89703,0.2957797,-4.439295,-2.111214,-8.625588,-1.785104,-22.0108,-0.5787124,-7.842917,20.07954,0.03662852,-0.0233601,1.332737,8.77193,5.769231,0.07333333,0.01699673,0.08,0.0454606,-13.87629
37.74581,0.08515075,35.82372,36.04337,40.08395,4.260227,50.63704,0,-120.1105,88.42992,1.596722,0.3059588,1.116269,1.584938,2.085108,0.9688392,11.12627,4.540531,7.613651,1.072202,0.8807378,0.673752,20.47875,0.255493,-13.32943,-0.6496872,6.868943,1.335775,-26.8444,-0.6562366,0.05277673,1.270398,1.739904,0.7063186,4.253814,0.8275998,9.521433,1.093532,17.7212,0.3729566,763.6843,0.1761995,1468.434,0.2135649,-33.88602,-1.894506,1682.526,0.08013315,1192.307,0.1339566,-40.35562,-1.451905,2520.398,0.04732128,1011.542,0.09255017,-42.26151,-1.364208,-8.627098,-0.6242747,15.41245,0.3958955,0.06048434,0.2604507,-0.02112327,-0.7660513,0.9566691,0.6569179,20.50215,0.2785086,-12.49693,-0.6640841,9.583383,0.8292756,-24.70858,-0.7044001,-8.100299,16.92666,0.05268902,-0.02894593,0.5583972,4.054054,1.449275,0.59,0,0.035,0.015,-15.61245
41.94738,0.08679644,40.3633,40.78629,44.129,3.765697,95.37284,83.45715,56.09748,51.19547,1.017717,0.5001749,0.5521808,0.9347191,1.401164,0.8489835,9.399767,5.018369,6.355522,3.830186,0.4908704,0.9303731,18.50701,0.4428826,-4.695669,-2.558348,-8.430637,-1.992492,-33.62246,-0.3565374,0.02467479,1.296986,1.092479,0.6324819,9.436191,0.4687922,14.89787,0.9280195,27.72562,0.3416122,727.4468,0.2231088,1387.597,0.1425311,-45.47462,-1.674269,1678.411,0.09972587,1113.262,0.1858681,-47.22577,-1.391824,2618.948,0.0684717,1051.761,0.3111282,-53.90813,-1.154946,-13.08164,-0.6001454,26.15649,0.2493174,0.04913912,0.4188572,-0.02710606,-0.4442843,0.5295798,0.9065338,19.84638,0.3437862,-3.76446,-3.301888,-9.654021,-1.779209,-34.5831,-0.3363005,-3.933072,14.23025,0.04423413,-0.01736038,0.317138,2.762431,1.675978,0.4877778,0.3823256,0.09875,0.07096434,-17.21766
36.84938,0.1327522,37.36847,38.20316,39.32393,1.955463,18.60078,9.781415,125.8322,102.5706,1.153022,0.533163,0.5581397,1.113527,1.607031,1.048892,13.30851,5.57226,8.274485,4.040836,0.7714408,0.7439395,19.28964,0.7216538,0.07501411,101.9216,7.557979,1.792527,-19.06304,-0.6053191,0.02861488,0.7412624,1.382128,0.7590412,8.649759,0.4654462,22.54943,0.4269326,28.81828,0.2702309,558.8754,0.3525358,1390.271,0.1836909,-112.0375,-0.8249665,1472.416,0.1372956,1196.819,0.2146532,-94.59245,-0.9131889,2458.145,0.04069135,900.4089,0.2013593,-97.99944,-0.8522331,-16.64952,-0.4155557,26.24975,0.2680663,0.08015804,0.1763014,-0.02583083,-0.5869021,1.130447,0.4710659,26.19632,0.402572,-0.9134983,-7.983957,2.995241,4.022177,-20.80039,-0.6908336,-3.972167,9.344899,0.04480276,-0.01278827,0.3751605,5.494505,3.529412,0.1533333,0.10873,0.11,0.07788881,-13.82361
51.61503,0.05582143,48.92799,52.97899,53.71922,4.791229,26.28269,5.097812,16.58225,0,2.135113,1.257461,0.1628368,0.5785521,5.581508,5.418671,46.7048,47.77849,31.54906,14.07612,1.609607,1.288651,5.280942,1.997511,0.381228,14.84687,-1.33438,-9.820812,-31.09443,-0.6474047,0.03585463,0.4085921,0.845721,0.9499867,5.662923,0.731922,4.638286,1.84727,0.6490462,8.401909,734.9829,0.2181541,1294.665,0.1845823,-162.5512,-0.4472003,1784.69,0.1107428,956.0829,0.1693166,-115.7909,-0.734434,2667.91,0.06182481,883.4944,0.09821129,-112.0795,-0.7734481,-11.12779,-0.7265995,18.22205,0.42318,0.0288047,1.500268,-0.03750844,-0.5209926,3.268706,0.5845145,-0.08097021,-117.1713,2.55564,1.713303,-7.674245,-1.112111,-35.24287,-0.6494745,-4.884676,10.31365,0.03190976,-0.01726295,0.08295739,1.960784,1.030928,0.48,0,0.23,0.01,-7.696804
35.44852,0.0639071,34.60723,36.16729,36.87289,2.265663,107.114,77.02184,19.15695,8.07784,1.327715,0.2616406,1.001814,1.333937,1.663791,0.6619776,12.7852,8.701892,10.11045,9.56855,0.6449047,0.4740528,26.20291,0.194864,3.78454,2.240609,12.85612,0.6371163,-14.08504,-0.7908068,0.02955763,2.164026,1.180333,0.8899848,7.992838,0.3539906,5.726703,1.435115,25.49303,0.2272607,661.1658,0.1723828,1420.963,0.1182206,-60.64899,-1.352855,1681.316,0.1098503,1224.725,0.2888297,-73.48293,-0.9974559,2531.33,0.05783725,1092.701,0.3319771,-74.77352,-0.9699389,-16.10342,-0.2954944,22.64571,0.2661114,0.02705775,0.679631,-0.03203988,-0.3642886,0.7128609,0.4246985,27.97099,0.1590102,6.053088,1.344945,14.74723,0.5769739,-17.26872,-0.6537864,-9.181584,16.60457,0.007271176,-0.02048259,0.527236,5.487805,3.144654,0.22,0.1155855,0.076,0.03720215,-15.79318
40.68943,0.005302327,40.51529,40.59982,40.86148,0.3461838,0.0813694,0,0,0,1.652892,0.4009574,1.082684,1.766131,2.307969,1.225285,31.5816,3.573965,1.456787,10.87626,0.9599398,0.5549365,7.793567,1.607216,7.527659,1.07738,15.73346,0.3147454,-39.48547,-0.4746816,0.02587142,0.6867104,1.398605,0.6622963,13.47857,0.1182265,19.72039,0.03998248,28.37176,0.06979325,721.7788,0.1744128,1306.919,0.2193278,-131.9989,-0.6555076,1855.392,0.09947732,1041.185,0.274934,-132.8588,-0.5725643,2668.153,0.0645805,1015.864,0.160213,-131.0989,-0.5955845,-11.1642,-0.7707265,15.47032,0.5787222,0.02836473,0.4969632,-0.0358352,-0.355718,1.160694,0.544488,12.4108,0.7556327,13.23589,0.2722001,18.60224,0.1665121,-44.58239,-0.2885902,4.765853,-0.3891825,0.03816986,-0.01298898,0.7911674,8,5.263158,0.07,0,0.09999999,0,-10.79041
40.69191,0.02603836,39.77862,40.52874,41.39822,1.619598,73.66797,77.02959,8.034277,0.9313743,1.600879,0.3532332,1.033253,1.649513,2.044567,1.011314,14.6726,7.712439,6.820867,6.315722,0.880476,0.6974241,18.96947,0.5957134,-3.107496,-2.979193,-22.22479,-0.4119395,-30.11284,-0.3233977,0.02255897,0.8696431,1.205008,0.6509684,7.694535,0.6995236,10.78501,0.8088555,30.03116,0.3411604,716.4341,0.247293,1426.026,0.08514168,-65.371,-1.311854,1558.456,0.09865293,1196.523,0.1005141,-55.12721,-1.347606,2486.383,0.08510617,963.6508,0.2508225,-65.45003,-1.052802,-10.39879,-0.5569599,21.39861,0.4970563,0.05786189,0.1757287,-0.02541149,-0.3808642,0.9971826,0.6822146,18.64059,0.6967872,-1.244653,-7.536637,-22.41779,-0.4314841,-33.1685,-0.2965024,-7.201915,20.37407,0.05783549,-0.02133616,0.5839533,7.352942,3.225806,0.23,0.11,0.06,0.03,-13.25576
38.62606,0.08255341,37.31784,39.09034,40.9687,3.650864,72.34725,67.79608,65.10006,36.47389,1.241498,0.3434114,0.840485,1.183817,1.698946,0.8584611,11.06804,8.234938,8.743583,5.288251,0.699863,0.7228421,23.81822,0.3490921,-9.234756,-1.084823,0.4520651,20.77026,-24.38396,-0.5604669,0.0650209,1.514122,1.492129,0.5749103,5.75178,0.8331525,10.26216,1.213427,18.88186,0.3759137,686.7693,0.193026,1429.944,0.1481799,-46.80298,-1.567057,1689.011,0.1142411,1163.115,0.239176,-48.80469,-1.359038,2483.735,0.07531794,1103.193,0.1946649,-51.6025,-1.259357,-12.67045,-0.4191915,20.46944,0.3139053,0.07399824,0.2324367,-0.03312981,-0.3054934,0.7748288,0.6976944,25.49031,0.2670117,-9.81361,-1.087302,2.657527,3.279038,-26.89101,-0.4454044,-7.571635,17.91958,0.0596695,-0.02268147,0.5437538,4.444445,2.362205,0.34,0.1756891,0.06333333,0.03091206,-17.41439
37.1081,0.03611199,35.91153,36.5745,38.47553,2.564003,28.5458,5.879555,-2.8799,13.04597,1.213305,0.4057712,0.672682,1.258339,1.76149,1.088808,10.71329,8.611596,8.062334,2.43741,0.7844056,0.745122,29.03776,0.3322266,1.628577,6.142971,9.77686,0.8159119,-18.95544,-0.5940924,0.02305256,1.052814,1.064806,0.6893283,9.816618,0.28367,12.80286,0.7478481,31.84501,0.2261904,700.6995,0.1730347,1341.103,0.1593223,-80.43459,-1.101676,1740.123,0.1222365,1118.43,0.3553392,-88.52394,-0.8900521,2639.524,0.09366644,1098.588,0.3652985,-91.16415,-0.8445846,-20.68673,-0.294085,28.1554,0.2993271,0.05377705,0.2723643,-0.0371227,-0.3228208,1.045125,0.5645713,32.61346,0.2727806,5.692918,1.532848,12.79339,0.6480631,-23.99945,-0.4457242,-9.119962,16.73682,0.02349445,-0.01768046,0.3884817,4.237288,2.654867,0.2333333,0.1327487,0.09,0.05196152,-13.73068
37.12951,0.03249146,36.27247,36.74612,38.46322,2.19075,14.18991,8.356646,14.95793,7.807941,1.244032,0.4041757,0.7492898,1.169156,1.722579,0.9732888,8.650347,3.037982,6.199016,1.152329,0.7956731,0.8115042,29.34276,0.1600683,3.513701,2.487809,5.647619,1.865501,-15.09108,-0.5821801,0.01698789,0.7766579,0.9913987,0.5866291,9.021762,0.3552073,14.79976,0.5939135,26.05115,0.4023433,694.7828,0.2131401,1447.938,0.1623381,-46.56617,-1.576758,1688.17,0.1208597,1238.021,0.2890601,-56.01428,-1.182472,2522.249,0.1095695,1069.545,0.3760034,-57.33188,-1.151604,-19.00246,-0.3506235,25.9507,0.3236054,0.05684394,0.3294737,-0.03450669,-0.2921741,0.9298046,0.7326692,30.71193,0.1285812,4.516114,1.983545,7.285686,1.512143,-15.76282,-0.6082968,-12.63043,24.09031,0.02240316,-0.02176123,0.3051133,3.167421,1.388889,0.58,0.5304715,0.12,0.06531972,-13.63176
